"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL1969502";"";"None";"344.37";"0";"2.99";"SID103905055";"O=C1NN=Cc2c[nH]c3cc(NC(=O)C4CC4c4ccccc4)cc1c23";"Ki";"'='";"79.43";"nM";"7.10";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1971430";"";"None";"425.54";"0";"3.80";"SID103905563";"Cc1cccc(-c2c(-c3ccncc3)nc(NCC(N)Cc3ccccc3)n(C)c2=O)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1684800";"";"None";"572.98";"2";"6.40";"7c";"COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1687375";"inhibition of ROS";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681781";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";""
"CHEMBL387187";"";"None";"413.40";"1";"5.33";"EGFR_Inhibitor";"O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1";"Residual Activity";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL92461";"";"None";"307.38";"0";"4.13";"VEGF_Receptor_2_Kinase_Inhibitor_IV";"COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1";"Residual Activity";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL605003";"";"None";"371.46";"0";"2.64";"SU6656";"CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2";"Residual Activity";"'='";"104.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL382590";"ANILINOQUINAZOLINE1";"None";"400.44";"0";"4.64";"Aurora_Kinase_Inhibitor_II";"COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC";"Residual Activity";"'='";"102.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL2218932";"";"None";"340.59";"0";"4.85";"PKR_Inhibitor_Negative_Control";"O=C1Nc2ccc(Cl)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1";"Residual Activity";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219160";"Millipore: Percentage of residual kinase activity of ROS1 at 10uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL3397291";"";"None";"455.52";"0";"3.79";"7c";"Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCCCCO)nc(-c3cccnc3)n2)c1";"IC50";"'='";"13600.0";"nM";"4.87";"";"";"UO_0000065";"10.68";"0.20";"1.08";"3.67";"0";"CHEMBL3399484";"Inhibition of ROS1 in human HCC78 cells after 48 hrs by CellTitre-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC78";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3397292";"";"None";"496.58";"0";"3.35";"7d";"Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCCN3CCOCC3)nc(-c3cccnc3)n2)c1";"IC50";"'='";"90900.0";"nM";"4.04";"";"";"UO_0000065";"8.14";"0.15";"0.69";"3.23";"0";"CHEMBL3399484";"Inhibition of ROS1 in human HCC78 cells after 48 hrs by CellTitre-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC78";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL1981725";"";"None";"612.71";"2";"6.74";"SID103904418";"CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1";"Ki";"'='";"125.89";"nM";"6.90";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1958401";"";"None";"270.34";"0";"2.58";"SID103904798";"O=c1cc(-c2ccncc2)nc(NC2CCCCC2)[nH]1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL3671311";"";"None";"542.54";"1";"4.04";"BDBM130912";"C[C@@H](Cc1c(F)c(F)cc(F)c1F)Nc1cc[nH]c(=O)c1-c1nc2cc3c(cc2[nH]1)CN(CCN(C)C)C3=O";"IC50";"'='";"0.205";"nM";"9.69";"";"263068";"UO_0000065";"17.86";"0.34";"5.65";"9.98";"0";"CHEMBL3707707";"In Vitro Kinase Activity Assay: Compounds to be tested were dissolved in 100% DMSO in a range of concentrations from 10-8 to 10-3 M including negative control (DMSO), then diluted with Kinase Buffer (50 mM HEPES, pH 7.5, 1 mM EGTA, 10 mM MgCl2, 0.01% Tween-20, and 2 mM DTT, added fresh) to 4x the final concentration. The final curve included 11 concentrations (10-11 to 10-5 M) plus negative control DMSO tested in triplicate.Kinase and ATP concentrations necessary for optimal activity were determined in separate experiments. (Table 2). Briefly, increasing concentrations of kinase were incubated in a fixed concentration of ATP (200 uM) in Kinase Buffer to determine maximal activity at various time points (30-120 min). The concentration of kinase that resulted in maximal activity with the shortest incubation time was then incubated in Kinase Buffer with increasing concentrations of ATP.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639188";"37";"BindingDB Database";"";"2014";"None";"";""
"CHEMBL3797579";"";"None";"392.34";"0";"4.01";"23";"Fc1ccc(-c2cnc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cc1";"Inhibition";"'='";"10.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3801255";"Inhibition of recombinant ROS1 (unknown origin) using poly (Glu, Tyr) 4:1 as substrate at 1000 nM incubated for 60 mins by ELISA relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797175";"1";"Scientific Literature";"Eur J Med Chem";"2016";"None";"";""
"CHEMBL4465866";"";"None";"901.82";"None";"None";"8a";"CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"Kd";"'='";"238.0";"nM";"6.62";"";"";"UO_0000065";"7.34";"None";"None";"None";"0";"CHEMBL4322744";"Binding affinity to recombinant N-terminal His-FLAG-tagged ROS1 (unknown origin) (1883 to 2347 residues) expressed in baculovirus infected Sf9 insect cells incubated for 1 hr by TR-FRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321812";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3308860";"";""
"CHEMBL601719";"CRIZOTINIB";"4.0";"450.35";"1";"5.04";"1; PF-02341066; Xalkori";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"IC50";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"18.18";"0.37";"3.15";"10.50";"1";"CHEMBL4409454";"Inhibition of recombinant human N-terminal GST-tagged ROS (1883 to 2347 residues) expressed in baculovirus expression system using IRS1 as substrate incubated with enzyme and substrate for 5 mins followed by ATP addition followed by further incubation for 30 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4406858";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL604483";"";"None";"559.67";"2";"5.86";"23";"COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1";"Residual activity";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1072508";"Residual activity of ROS at 0.1 uM by microplate scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152560";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";""
"CHEMBL1234815";"";"None";"275.31";"0";"2.77";"S2";"Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21";"Inhibition";"'='";"-3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1244280";"Inhibition of ROS1 at 1 uM after 60 mins by FRET assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat Chem Biol";"2008";"None";"";""
"CHEMBL3310335";"";"None";"416.49";"0";"3.41";"9d";"Cc1cc(O)cc(-c2nn(C)cc2-c2cc(NC[C@H](C)O)nc(-c3cccnc3)n2)c1";"IC50";"'='";"105.0";"nM";"6.98";"";"";"UO_0000065";"16.76";"0.31";"3.57";"6.40";"0";"CHEMBL3366561";"Inhibition of ROS1 (unknown origin) assessed as remaining activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352819";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL3310338";"";"None";"430.51";"0";"3.80";"10c";"Cc1cc(O)cc(-c2c(-c3cc(NCCCCO)nc(-c4cccnc4)n3)cnn2C)c1";"IC50";"'='";"25.4";"nM";"7.59";"";"";"UO_0000065";"17.64";"0.32";"3.80";"6.97";"0";"CHEMBL3366561";"Inhibition of ROS1 (unknown origin) assessed as remaining activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352819";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL3310331";"";"None";"430.51";"0";"3.72";"8d";"COc1cc(C)cc(-c2c(-c3cc(NC[C@H](C)O)nc(-c4cccnc4)n3)cnn2C)c1";"IC50";"'='";"283.0";"nM";"6.55";"";"";"UO_0000065";"15.21";"0.28";"2.83";"6.68";"0";"CHEMBL3366561";"Inhibition of ROS1 (unknown origin) assessed as remaining activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352819";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL4171478";"";"None";"444.58";"1";"5.27";"13q";"Cc1ccc(CNC(=O)c2cccc(C(C)Oc3ccnc(NN4CCCCC4)c3)c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4177227";"";"None";"452.52";"0";"4.50";"13h";"CC(Oc1ccnc(Nc2cnn(C)c2)c1)c1cccc(C(=O)NCc2ccc(C#N)cc2)c1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"12.87";"0.23";"1.32";"5.55";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL4160169";"";"None";"463.49";"0";"4.91";"13f";"CC(Oc1ccnc(Nc2cnn(C)c2)c1)c1cccc(C(=O)NCc2cc(F)cc(F)c2)c1";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"12.12";"0.23";"0.71";"6.93";"0";"CHEMBL4142785";"Inhibition of recombinant human GST-tagged ROS1 expressed in baculovirus expression system by Z'LYTE assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138202";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";""
"CHEMBL601719";"CRIZOTINIB";"4.0";"450.35";"1";"5.04";"Crizotinib";"C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl";"IC50";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"20.33";"0.42";"4.11";"11.74";"0";"CHEMBL3399436";"Inhibition of ROS1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3397297";"";"None";"480.40";"1";"6.33";"22";"COCCCNc1cc(-c2cnc(C)nc2-c2ccc(Cl)cc2Cl)nc(-c2ccccc2)n1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3399440";"Inhibition of ROS1 (unknown origin) incubated for 20 mins followed by [33P]ATP addition measured after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3397288";"";"None";"524.63";"1";"4.04";"6e";"COc1cc(C)cc(-c2nn(CC#N)cc2-c2cc(NCCCN3CCOCC3)nc(-c3cccnc3)n2)c1";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"13.45";"0.25";"3.02";"6.19";"0";"CHEMBL3399440";"Inhibition of ROS1 (unknown origin) incubated for 20 mins followed by [33P]ATP addition measured after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3397293";"";"None";"510.60";"1";"3.74";"7e";"Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCCCN3CCOCC3)nc(-c3cccnc3)n2)c1";"IC50";"'='";"55500.0";"nM";"4.26";"";"";"UO_0000065";"8.33";"0.15";"0.52";"3.40";"0";"CHEMBL3399484";"Inhibition of ROS1 in human HCC78 cells after 48 hrs by CellTitre-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC78";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3397289";"";"None";"439.52";"0";"4.67";"7a";"Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCC(C)C)nc(-c3cccnc3)n2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3399484";"Inhibition of ROS1 in human HCC78 cells after 48 hrs by CellTitre-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HCC78";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396973";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3298678";"";"None";"449.91";"0";"2.66";"38";"O=C(N[C@H](CO)c1ccc(Cl)c(F)c1)N1CCc2cnc(NC3CCOCC3)nc2C1";"Inhibition";"'='";"1.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3369188";"Inhibition of ROS (unknown origin) at 100 nM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3297705";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL1186409";"";"None";"487.65";"1";"7.32";"AG_G_60025";"CC[n+]1c(/C=C/N(C)c2ccccc2)n(-c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc21";"Residual Activity";"'='";"105.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2219159";"Millipore: Percentage of residual kinase activity of ROS1 at 1uM relative to control. Control inhibitor: Staurosporine at 10.0uM. Buffer: 8 mM MOPS pH 7.0, 0.2 mM EDTA, 10 mM MnCl2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2218924";"1";"Scientific Literature";"Biochem J";"2013";"None";"";""
"CHEMBL4519408";"";"None";"602.12";"1";"4.14";"22";"COc1cc(N2CCN(CC(=O)N(C)C)C2=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1";"IC50";"'='";"0.97";"nM";"9.01";"";"";"UO_0000065";"14.97";"0.30";"4.87";"6.58";"0";"CHEMBL4348478";"Inhibition of N-terminal GST-tagged human ROS1 cytoplasmic domain (1883 to 2347 residues) expressed in Baculovirus expression system using IRS1 as substrate incubated for 1 hr by mobility shift assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346688";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";""
"CHEMBL480371";"GW853609X";"None";"496.31";"1";"5.55";"GW853609X";"NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br";"Inhibition";"'='";"5.52";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL1061925";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150977";"1";"Scientific Literature";"Nat Biotechnol";"2008";"None";"";""
"CHEMBL603469";"LESTAURTINIB";"3.0";"439.47";"0";"3.47";"CEP-701";"C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O";"Kd";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"17.26";"0.31";"4.12";"8.56";"0";"CHEMBL1908596";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat Biotechnol";"2011";"None";"";""
"CHEMBL67241";"GW794607X";"None";"372.44";"0";"3.48";"GW794607X";"CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1";"Inhibition";"'='";"33.41";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL207410";"GW772405X";"None";"486.93";"1";"5.35";"GW772405X";"CNC(=O)c1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1";"Inhibition";"'='";"-2.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
